"Data compiled by Iraq Body Count as of Tuesday, 6th March 2012"
"The reports from which this table is compiled have all been in the public domain."
"This specific compilation is copyrighted to Iraq Body Count (IBC)."
"Permission to use it for commercial use must be obtained from admin AT iraqbodycount.org"
""
"For a detailed explanation of these figures and how they were derived, see"
"http://www.iraqbodycount.org/about/"
""
"This table is constantly being updated. The latest version of this file can always be"
"obtained from http://www.iraqbodycount.org/database/download/ibc-incidents.php"

"IBC code","Start Date","End Date","Time","Location","Target","Weapons","Reported Minimum","Reported Maximum","Sources"
"k6562","28 May 2007","28 May 2007","10:15 AM - 12:00 PM","Fadhil, central Baghdad","police patrol","gunfire","3","3","REU 28 May, AP 28 May"
"k6563","28 May 2007","28 May 2007","-","near Mustansiriya University, Baghdad","female student","sniper fire","1","1","REU 28 May, CNN 28 May"
"k6564","28 May 2007","28 May 2007","-","Bab al-Muadham, Baghdad","restaurant","bomb","4","4","REU 28 May, KUNA 28 May"
"k6565","28 May 2007","28 May 2007","-","Bab al-Muadham, Baghdad","-","roadside bomb","2","2","CNN 28 May, AP 28 May"
"k6566","28 May 2007","28 May 2007","3:00 PM","Karrada, Baghdad","-","car bomb or roadside bomb","2","2","REU 28 May, McCla 28 May"
"k6567","28 May 2007","28 May 2007","PM","Karrada, Baghdad","fuel station","mortar rounds","4","8","McCla 28 May, AP 28 May, REU 28 May, NINA 28 May"
"k6568","28 May 2007","28 May 2007","-","Bayaa, southwest Baghdad","-","roadside bomb","2","2","REU 28 May, NINA 29 May"
"d3175","28 May 2007","28 May 2007","","Baquba","","mortar round","1","1","REU 28 May, NCTC 28 May, WP 05 Sep (MoH)"
"d3176","28 May 2007","28 May 2007","","Shirqat","police patrol","roadside bomb","2","2","REU 29 May, NCTC 28 May, WP 05 Sep (MoH)"
"d3177","28 May 2007","28 May 2007","12:00 PM","Barawana village, Muqdadiya","'an armed group opened fire randomly'","gunfire","1","1","McCla 28 May, NCTC 28 May, WP 05 Sep (MoH)"
"d3178","28 May 2007","28 May 2007","AM","al-Bayya, western Baghdad","policemen inside a garage","drive-by shooting","3","3","VOI 28 May, NCTC 28 May, WP 05 Sep (MoH)"
"d3179","28 May 2007","28 May 2007","AM","Ameen neighborhood, north of Baquba","police patrol","gunfire","1","1","McCla 28 May, NCTC 28 May, WP 05 Sep (MoH)"
"d3180","28 May 2007","28 May 2007","","Mosul","bodies of men found in different areas","","3","3","REU 28 May, WP 05 Sep (MoH)"
"d3181","28 May 2007","28 May 2007","PM","Doura neighborhood, north Baquba","bodies found","gunfire, tortured, executed","2","2","McCla 28 May, WP 05 Sep (MoH)"
"d3182","28 May 2007","28 May 2007","1:00 PM","Saisabana village, on the Baquba-Balad Rouz highway","","gunfire","1","1","McCla 28 May, NCTC 28 May, WP 05 Sep (MoH)"
"d3183","28 May 2007","28 May 2007","","Diwaniya","University of Qadisiya student","gunfire","1","1","NINA 28 May, WP 05 Sep (MoH)"
"d3184","28 May 2007","28 May 2007","","Iskan neighbourhood, Diwaniya","Salwan Nihad, translator for the MNF","gunfire","1","1","NINA 28 May, WP 05 Sep (MoH)"
"d3185","28 May 2007","28 May 2007","PM","Wahda neighbourhood, Diwaniya","Ali Saleh, a policeman of the Baghdad police force","gunfire","1","1","NINA 28 May, WP 05 Sep (MoH)"
"d3186","28 May 2007","28 May 2007","AM","al-Hajjaj village, southern Bayji","nephews of Sheikh Hamad al-Hassan, head of Salah el-Din Rescue Council","gunfire","4","4","VOI 29 May, REU 28 May"
"d3187","28 May 2007","28 May 2007","","Al-Urdozi Street, Baghdad","","mortar shelling","1","1","KUNA 28 May, WP 05 Sep (MoH)"
"d3188","28 May 2007","28 May 2007","PM","Amiriya, west Baghdad","","mortar shells","2","2","NINA 28 May, WP 05 Sep (MoH)"
"d3189","28 May 2007","28 May 2007","","Jamila neighbourhood, eastern Baghdad","","roadside bomb","1","1","NINA 28 May, WP 05 Sep (MoH)"
"d3190","28 May 2007","28 May 2007","","Palestine Street, eastern Baghdad","'unknown gunmen opened fire randomly on civilians'","gunfire","1","1","NINA 28 May, WP 05 Sep (MoH)"
"d3199","28 May 2007","28 May 2007","","Karbala","power plant worker shot outside his home","gunfire","0","1","AFP 28 May, WP 05 Sep (MoH)"
"k6543","27 May 2007","27 May 2007","-","Shorja market, Baghdad","market area where labourers gather","concussion grenades, gunfire","2","2","REU 27 May, LAT 28 May"
"k6544","27 May 2007","27 May 2007","10:00 AM","Bab al-Muatham, Baghdad","-","gunfire","2","2","REU 27 May, Al-Shar 28 May"
"k6545","27 May 2007","27 May 2007","-","Nahrawan","farmers","drive-by shooting","2","2","REU 27 May, NINA 27 May"
"k6547","27 May 2007","27 May 2007","PM","New Baghdad","Khalil Ibrahim Al-Zahawi, famous Arabic calligrapher","gunfire","1","1","KUNA 27 May, AP 27 May"
"k6548","27 May 2007","27 May 2007","PM","Mohammad Sakran, southwest of Baquba","-","mortar rounds","3","3","Al-Iraq 27 May, NINA 28 May"
"k6549","27 May 2007","27 May 2007","-","Obaidi, east Baghdad","-","roadside bomb","1","1","NINA 27 May, XIN 28 May"
"k6550","27 May 2007","27 May 2007","-","Al-Ta'mim, Ramadi","police checkpoint","car bomb, possibly suicide","7","7","McCla 27 May, LAT 28 May"
"k6551","27 May 2007","27 May 2007","-","Abi al-Khasib, near Basra","Salem al-Musawi, Supreme Iraqi Islamic Council official, escort also killed","gunfire","2","2","NINA 27 May, VOI 27 May"
"k6552","26 May 2007","27 May 2007","-","Kirkuk","Turkman singer, responsible for music programming for local TV station","found in burning car","1","1","McCla 27 May, LAT 28 May"
"k6553","27 May 2007","27 May 2007","-","Fadhil, Baghdad","clashes between US/Iraqi forces and gunmen","crossfire","1","1","NINA 27 May, NYT 28 May"
"k6554","27 May 2007","27 May 2007","-","Nahrawan","-","mortar rounds","2","2","REU 28 May, XIN 28 May"
"d3167","27 May 2007","27 May 2007","","Baghdad","minibus","gunfire","1","1","NCTC 27 May, WP 05 Sep (MoH)"
"d3168","27 May 2007","27 May 2007","","main road that links Khalis to Baaquba","civilian car","gunfire","2","2","VOI 27 May, NCTC 27 May, WP 05 Sep (MoH)"
"d3169","27 May 2007","27 May 2007","","Samarra","police vehicles and station","gunfire","2","2","NYT 28 May, NCTC 27 May, WP 05 Sep (MoH)"
"d3170","27 May 2007","27 May 2007","","Khalis","hospital employee in a market","gunfire","1","1","VOI 27 May, NCTC 27 May, WP 05 Sep (MoH)"
"d3171","27 May 2007","27 May 2007","","main road near Tikrit","police vehicle","gunfire","1","1","NCTC 27 May, WP 05 Sep (MoH)"
"d3172","27 May 2007","27 May 2007","","near Fallujah","Iraqi army patrol, child killed","car bomb","1","1","KUNA 27 May, WP 05 Sep (MoH)"
"d3173","27 May 2007","27 May 2007","","Diyala province","body found with 3 shots to the head","gunfire, executed","1","1","McCla 27 May, WP 05 Sep (MoH)"
"d3174","27 May 2007","27 May 2007","AM","Al Dubhat, Mosul","","car bomb","1","1","McCla 27 May, WP 05 Sep (MoH)"
"k6546a","27 May 2007","27 May 2007","-","Doura, Baghdad","bodies found shot dead","gunfire, executed","15","15","NINA 27 May, Al-Shar 28 May"
"k6546b","27 May 2007","27 May 2007","-","Amil, Baghdad","bodies found shot dead","gunfire, executed","3","3","NINA 27 May, Al-Shar 28 May"
"k6546c","27 May 2007","27 May 2007","-","Khadraa, Baghdad","bodies found shot dead","gunfire, executed","1","1","NINA 27 May, Al-Shar 28 May"
"k6546d","27 May 2007","27 May 2007","-","Jihad, Baghdad","bodies found shot dead","gunfire, executed","2","2","NINA 27 May, Al-Shar 28 May"
"k6546e","27 May 2007","27 May 2007","-","Abu Ghraib, Baghdad","bodies found shot dead","gunfire, executed","3","3","NINA 27 May, Al-Shar 28 May"
"k6546f","27 May 2007","27 May 2007","-","Hurriyah, Baghdad","bodies found shot dead","gunfire, executed","2","2","NINA 27 May, Al-Shar 28 May"
"k6546g","27 May 2007","27 May 2007","-","Mansour, Baghdad","bodies found shot dead","gunfire, executed","2","2","NINA 27 May, Al-Shar 28 May"
"k6546h","27 May 2007","27 May 2007","-","Shoala, Baghdad","bodies found shot dead","gunfire, executed","2","2","NINA 27 May, Al-Shar 28 May"
"k6546i","27 May 2007","27 May 2007","-","Karkh, Baghdad","bodies found shot dead","gunfire, executed","1","1","NINA 27 May, Al-Shar 28 May"
"k6546j","27 May 2007","27 May 2007","-","Haifa Street, Baghdad","bodies found shot dead","gunfire, executed","1","1","NINA 27 May, Al-Shar 28 May"
"k6546k","27 May 2007","27 May 2007","-","Kadhemiya, Baghdad","bodies found shot dead","gunfire, executed","1","1","NINA 27 May, Al-Shar 28 May"
"k6546l","27 May 2007","27 May 2007","-","Hay Ur, Baghdad","bodies found shot dead","gunfire, executed","4","4","NINA 27 May, Al-Shar 28 May"
"k6546m","27 May 2007","27 May 2007","-","Ragheba Khatoon, Baghdad","bodies found shot dead","gunfire, executed","1","1","NINA 27 May, Al-Shar 28 May"
"k6546n","27 May 2007","27 May 2007","-","Bab al Muathim, Baghdad","bodies found shot dead","gunfire, executed","1","1","NINA 27 May, Al-Shar 28 May"
"k6546o","27 May 2007","27 May 2007","-","Al Shaab, Baghdad","bodies found shot dead","gunfire, executed","2","2","NINA 27 May, Al-Shar 28 May"
"k6546p","27 May 2007","27 May 2007","-","Adhemiya, Baghdad","bodies found shot dead","gunfire, executed","2","2","NINA 27 May, Al-Shar 28 May"
"k6546q","27 May 2007","27 May 2007","-","Baghdad","bodies found shot dead","gunfire, executed","1","1","NINA 27 May, Al-Shar 28 May"
"d4524","27 May 2007","27 May 2007","7:00 AM","Al-Shaab, Baghdad","house raid, resident allegedly acting in a hostile manner","US gunfire","1","1","US DoD via ACLU Mar 2010, WP 05 Sep (MoH)"
"k15859","27 May 2007","27 May 2007","11:50 PM","Al-Mahawil","Fadhil Abbas Ali in home","hand grenade","1","1","UPD 269:259"
"k6535","26 May 2007","26 May 2007","PM","Mansour, Baghdad","-","roadside bomb","1","1","REU 26 May, NINA 26 May"
"k6536","26 May 2007","26 May 2007","AM","Alam, between Tikrit and Dour","police Captain Hamid Abdullah","gunfire","1","1","NINA 26 May, McCla 26 May"
"k6537","26 May 2007","26 May 2007","4:00 PM","near Abu Uluk  cemetery, central Kirkuk","charred body found in car","burnt to death","1","1","REU 26 May, McCla 26 May"
"k6539","26 May 2007","26 May 2007","around 12:00 PM","Bayaa, southwest Baghdad","market area","car bomb","5","7","REU 26 May, NINA 26 May, KUNA 26 May, VOI 26 May"
"k6540","26 May 2007","26 May 2007","PM","Bayaa, southwest Baghdad","residential area","mortar rounds","2","2","NINA 26 May, AFP 26 May"
"k6541","26 May 2007","26 May 2007","AM","Basra","suspected militiamen","British air strike","8","8","REU 26 May, AFP 26 May"
"k6542","26 May 2007","26 May 2007","-","Al-Ria, southwest Baghdad","police checkpoint","gunfire","3","3","REU 26 May, NINA 26 May"
"d3155","25 May 2007","26 May 2007","","near Hawija","policeman","gunfire","1","1","REU 26 May, NCTC 25 May, WP 05 Sep (MoH)"
"d3161","26 May 2007","26 May 2007","","Bab Al-Toul region, Mosul","","car bomb","2","2","KUNA 26 May, NCTC 26 May, WP 05 Sep (MoH)"
"d3162","26 May 2007","26 May 2007","PM","Muqdadiya","man and woman, near a youth centre","gunfire","2","2","McCla 26 May, NCTC 26 May, WP 05 Sep (MoH)"
"d3163","26 May 2007","26 May 2007","","south of Shirqat","'gunmen killed a police lieutenant-colonel and a captain'","drive-by shooting","2","2","REU 27 May, NINA 27 May"
"d3165","26 May 2007","26 May 2007","12:00 PM","Diyala province","bodies found","","3","3","McCla 26 May, WP 05 Sep (MoH)"
"d3166","26 May 2007","26 May 2007","","near Kirkuk","","car bomb","1","1","KUNA 26 May, WP 05 Sep (MoH)"
"k6538a","26 May 2007","26 May 2007","-","Jihad, Baghdad","bodies found shot dead","gunfire, executed","2","2","NINA 26 May, VOI 26 May"
"k6538b","26 May 2007","26 May 2007","-","Shulaa, Baghdad","bodies found shot dead","gunfire, executed","2","2","NINA 26 May, VOI 26 May"
"k6538c","26 May 2007","26 May 2007","-","Amil, Baghdad","bodies found shot dead","gunfire, executed","3","3","NINA 26 May, VOI 26 May"
"k6538d","26 May 2007","26 May 2007","-","Bayaa, Baghdad","bodies found shot dead","gunfire, executed","1","1","NINA 26 May, VOI 26 May"
"k6538e","26 May 2007","26 May 2007","-","I'lam, Baghdad","bodies found shot dead","gunfire, executed","1","1","NINA 26 May, VOI 26 May"
"k6538f","26 May 2007","26 May 2007","-","Toubchi, Baghdad","bodies found shot dead","gunfire, executed","1","1","NINA 26 May, VOI 26 May"
"k6538g","26 May 2007","26 May 2007","-","Madayin, Baghdad","bodies found shot dead","gunfire, executed","2","2","NINA 26 May, VOI 26 May"
"k6538h","26 May 2007","26 May 2007","-","Suleikh, Baghdad","bodies found shot dead","gunfire, executed","2","2","NINA 26 May, VOI 26 May"
"k6538i","26 May 2007","26 May 2007","-","Jamiyla, Baghdad","bodies found shot dead","gunfire, executed","2","2","NINA 26 May, VOI 26 May"
"k6538j","26 May 2007","26 May 2007","-","Jisr Diyala, Baghdad","bodies found shot dead","gunfire, executed","2","2","NINA 26 May, VOI 26 May"
"k6538k","26 May 2007","26 May 2007","-","Ur, Baghdad","bodies found shot dead","gunfire, executed","1","1","NINA 26 May, VOI 26 May"
"k6538l","26 May 2007","26 May 2007","-","New Baghdad","bodies found shot dead","gunfire, executed","1","1","NINA 26 May, VOI 26 May"
"d5409","26 May 2007","26 May 2007","7:16 PM","Route Apple, near Karama IP Station, 1.25km east of Ramadi","man who pushed past a checkpoint outside Karama IP Station","US gunfire","1","1","US DoD via ACLU Mar 2010, US DoD via WikiLeaks 22 Oct 2010"
"k6527","25 May 2007","25 May 2007","-","Falluja","house of policeman","car bomb","2","2","DPA 25 May, VOI 25 May"
"k6528","25 May 2007","25 May 2007","7:50 PM","Rubaidha, Daquq","bodies found tortured","tortured","3","3","REU 25 May, McCla 27 May"
"k6529","25 May 2007","25 May 2007","8:00 PM","Al Amil, southwest Baghdad","-","mortar round","2","2","McCla 25 May, XIN 25 May"
"k6530","25 May 2007","25 May 2007","PM","Aswad, near Muqdadiya","clashes between villagers and gunmen","gunfire","17","17","NINA 25 May, Al-Shar 26 May"
"k6531","25 May 2007","25 May 2007","8:00 PM","Abu Dshier, south Baghdad","residential area","mortar rounds","1","1","McCla 25 May, NINA 25 May"
"k6533","25 May 2007","25 May 2007","PM","Um Al Romman, Jadidat al-Shat, near Baquba","village of Umm al-Rumanah","gunfire","5","5","McCla 25 May, Al-Shar 25 May, NCTC 25 May"
"k6534","25 May 2007","25 May 2007","AM","Sadr City, Baghdad","-","US airstrikes","3","3","LAT 25 May, WP 26 May"
"d3151","25 May 2007","25 May 2007","","eastern Baghdad","'landed on homes'","mortar round","2","2","REU 25 May, NCTC 25 May, WP 05 Sep (MoH)"
"d3152","25 May 2007","25 May 2007","1:20 PM","Al Jami'a, west Baghdad","","mortar shell","1","1","McCla 25 May, NCTC 25 May, WP 05 Sep (MoH)"
"d3153","25 May 2007","25 May 2007","1:10 PM","Doura, south Baghdad","civilians","roadside bomb","1","1","McCla 25 May, NCTC 25 May, WP 05 Sep (MoH)"
"d3154","25 May 2007","25 May 2007","7:10 PM","Hanaf village, Abassi district, SW of Kirkuk","body found of a new police recruit","gunfire","1","1","McCla 25 May, NCTC 25 May, WP 05 Sep (MoH)"
"d3156","25 May 2007","25 May 2007","","Tikrit","police officer on his way home from work","gunfire","1","1","NCTC 25 May, WP 05 Sep (MoH)"
"d3157","25 May 2007","25 May 2007","","eastern Falluja","sheikh from the Abu Alwan tribe, in his car","gunfire","1","1","REU 25 May, NCTC 25 May, WP 05 Sep (MoH)"
"d3158","25 May 2007","25 May 2007","","Latifiya","bodies of men found bound and shot","gunfire, executed","2","2","REU 25 May, WP 05 Sep (MoH)"
"d3159","25 May 2007","25 May 2007","11:00 PM","Iskandariya","body of an Egyptian found bound and shot","gunfire, executed","1","1","NINA 26 May, WP 05 Sep (MoH)"
"d3160","25 May 2007","25 May 2007","","Jihad neighbourhood, Baghdad","Kifah Al-Alusi, cousin of Iraqi Al-Umma Party leader Mithal Al-Alusi","kidnapped, executed","1","1","NINA 26 May, WP 05 Sep (MoH)"
"k6532a","25 May 2007","25 May 2007","-","Al Amil, Baghdad","bodies found shot dead","gunfire, executed","4","4","McCla 25 May, VOI 25 May"
"k6532b","25 May 2007","25 May 2007","-","Bayaa, Baghdad","bodies found shot dead","gunfire, executed","3","3","McCla 25 May, VOI 25 May"
"k6532c","25 May 2007","25 May 2007","-","Shoala, Baghdad","bodies found shot dead","gunfire, executed","2","2","McCla 25 May, VOI 25 May"
"k6532d","25 May 2007","25 May 2007","-","Hurriyah, Baghdad","bodies found shot dead","gunfire, executed","1","1","McCla 25 May, VOI 25 May"
"k6532e","25 May 2007","25 May 2007","-","Rahmaniyah, Baghdad","bodies found shot dead","gunfire, executed","1","1","McCla 25 May, VOI 25 May"
"k6532f","25 May 2007","25 May 2007","-","J'eifer, Baghdad","bodies found shot dead","gunfire, executed","1","1","McCla 25 May, VOI 25 May"
"k6532g","25 May 2007","25 May 2007","-","Jami'a, Baghdad","bodies found shot dead","gunfire, executed","1","1","McCla 25 May, VOI 25 May"
"k6532h","25 May 2007","25 May 2007","-","Sadr City, Baghdad","bodies found shot dead","gunfire, executed","4","4","McCla 25 May, VOI 25 May"
"k6532i","25 May 2007","25 May 2007","-","Ur, Baghdad","bodies found shot dead","gunfire, executed","1","1","McCla 25 May, VOI 25 May"
"k6532j","25 May 2007","25 May 2007","-","Adhemiyah, Baghdad","bodies found shot dead","gunfire, executed","1","1","McCla 25 May, VOI 25 May"
"k6532k","25 May 2007","25 May 2007","-","Fadhil, Baghdad","bodies found shot dead","gunfire, executed","1","1","McCla 25 May, VOI 25 May"
"k6505","23 May 2007","24 May 2007","overnight","central Samarra","police patrol","roadside bomb","5","5","REU 23 May, VOI 24 May"
"k6518","23 May 2007","24 May 2007","-","Al-Yarmok, Falluja","Allawi al-Issawi, member of Albu Issa tribe","gunfire","1","1","NYT 25 May, VOI 24 May"
"k6519","24 May 2007","24 May 2007","9-11:30 AM","Andalus, central Falluja","funeral procession for Allawi al-Isawi","suicide car bomb","33","34","VOI 24 May, WP 25 May"
"k6520","24 May 2007","24 May 2007","-","west Baghdad","US army patrol","roadside bomb, interpreter killed","1","1","REU 25 May, VOI 25 May"
"k6521","24 May 2007","24 May 2007","6:30 AM","Al-Dakhil Street, Sadr City, Baghdad","construction workers waiting for work","roadside bomb","1","2","VOI 24 May, Al-Shar 24 May, REU 24 May, KUNA 24 May"
"k6522","24 May 2007","24 May 2007","PM","Abu Dsheer, Dora, Baghdad","-","mortar round","1","1","McCla 24 May, NINA 24 May"
"k6524","24 May 2007","24 May 2007","4:30 PM","Husseiniyah, north Baghdad","passengers in minibus and police and civilians coming to their rescue","gunfire, bomb in bus","13","13","McCla 24 May, NINA 24 May"
"k6525","24 May 2007","24 May 2007","-","Shaab, north Baghdad","passengers in minibus","suicide bomber","1","3","REU 24 May, KUNA 24 May, AP 24 May, NCTC 24 May"
"d3140","24 May 2007","24 May 2007","","Nahr al-Bustan village, near Baquba","'gunmen opened fire on local residents'","gunfire","6","6","REU 24 May, AP 24 May"
"d3141","24 May 2007","24 May 2007","AM","Al-Sharkhat, south of Mosul","exploded near a civilian car, man and woman killed","roadside bomb","2","2","McCla 24 May, AP 24 May"
"d3142","24 May 2007","24 May 2007","","Baquba","bodies found","gunfire","3","3","REU 24 May, KUNA 24 May"
"d3143","24 May 2007","24 May 2007","10:00 AM","Adan Siq, Al-Hurriyah neighborhood, northeast Baghdad","firing after an IED attack","US gunfire","1","1","McCla 24 May, AP 24 May"
"d3144","24 May 2007","24 May 2007","","Diwaniya","bodies found of intelligence officers","executed","2","2","NINA 24 May, AP 24 May"
"d3146","24 May 2007","24 May 2007","","Nahdha neighbourhood, Diwaniya","civilian man","drive-by shooting, gunmen on motorcycles","1","1","NINA 24 May, WP 05 Sep (MoH)"
"d3147","24 May 2007","24 May 2007","","near the Interior Ministry, Baghdad","Iraqi driver","gunfire","1","1","WP 27 May, UNAMI 11 Oct, WP 05 Sep (MoH)"
"d3148","24 May 2007","24 May 2007","","Al-Noor district, east of Mosul","men with hands bound and blindfolded","gunfire, executed","2","2","MO 24 May, WP 05 Sep (MoH)"
"d3149","24 May 2007","24 May 2007","","Al-Faysaliya district, left bank of Mosul","Hamed Jasem Mohammed, employee in Al-Nazaha (Anti-Corruption) Directorate","US gunfire","1","1","MO 24 May, WP 05 Sep (MoH)"
"d3150","24 May 2007","24 May 2007","12:00 AM","Al-Wahda district, south Mosul","","US helicopter strike","1","1","MO 24 May, WP 05 Sep (MoH)"
"k6523a","24 May 2007","24 May 2007","-","Kadhemiyah, Baghdad","bodies found shot dead","gunfire, executed","1","1","McCla 24 May, NINA 24 May"
